.chain,.iteration,.draw,name,value,flokkur
1,9,9,pi_now[4],0.161896,Miðflokkurinn
1,9,9,pi_now[5],0.0674994,Píratar
1,9,9,pi_now[6],0.231656,Samfylkingin
1,9,9,pi_now[7],0.144866,Sjálfstæðisflokkurinn
1,9,9,pi_now[8],0.0443752,Sósíalistaflokkurinn
1,9,9,pi_now[9],0.0273206,Vinstri Græn
1,9,9,pi_now[10],0.158279,Viðreisn
1,10,10,pi_now[1],0.00372903,Annað
1,10,10,pi_now[2],0.102505,Flokkur Fólksins
1,10,10,pi_now[3],0.0556891,Framsóknarflokkurinn
1,10,10,pi_now[4],0.168558,Miðflokkurinn
1,10,10,pi_now[5],0.0519749,Píratar
1,10,10,pi_now[6],0.29044,Samfylkingin
1,10,10,pi_now[7],0.135056,Sjálfstæðisflokkurinn
1,10,10,pi_now[8],0.0357519,Sósíalistaflokkurinn
1,10,10,pi_now[9],0.0278887,Vinstri Græn
1,10,10,pi_now[10],0.128407,Viðreisn
1,11,11,pi_now[1],0.00298567,Annað
1,11,11,pi_now[2],0.115889,Flokkur Fólksins
1,11,11,pi_now[3],0.0701165,Framsóknarflokkurinn
1,11,11,pi_now[4],0.143097,Miðflokkurinn
1,11,11,pi_now[5],0.0544878,Píratar
1,11,11,pi_now[6],0.227587,Samfylkingin
1,11,11,pi_now[7],0.170817,Sjálfstæðisflokkurinn
1,11,11,pi_now[8],0.0451952,Sósíalistaflokkurinn
1,11,11,pi_now[9],0.0239112,Vinstri Græn
1,11,11,pi_now[10],0.145915,Viðreisn
1,12,12,pi_now[1],0.00110581,Annað
1,12,12,pi_now[2],0.107778,Flokkur Fólksins
1,12,12,pi_now[3],0.0456593,Framsóknarflokkurinn
1,12,12,pi_now[4],0.163406,Miðflokkurinn
1,12,12,pi_now[5],0.0632022,Píratar
1,12,12,pi_now[6],0.234634,Samfylkingin
1,12,12,pi_now[7],0.17743,Sjálfstæðisflokkurinn
1,12,12,pi_now[8],0.0443342,Sósíalistaflokkurinn
1,12,12,pi_now[9],0.0257448,Vinstri Græn
1,12,12,pi_now[10],0.136706,Viðreisn
1,13,13,pi_now[1],0.00110779,Annað
1,13,13,pi_now[2],0.099163,Flokkur Fólksins
1,13,13,pi_now[3],0.0586505,Framsóknarflokkurinn
1,13,13,pi_now[4],0.161014,Miðflokkurinn
1,13,13,pi_now[5],0.0628709,Píratar
1,13,13,pi_now[6],0.253375,Samfylkingin
1,13,13,pi_now[7],0.148482,Sjálfstæðisflokkurinn
1,13,13,pi_now[8],0.0327791,Sósíalistaflokkurinn
1,13,13,pi_now[9],0.0299169,Vinstri Græn
1,13,13,pi_now[10],0.152641,Viðreisn
1,14,14,pi_now[1],0.00246031,Annað
1,14,14,pi_now[2],0.105385,Flokkur Fólksins
1,14,14,pi_now[3],0.0438535,Framsóknarflokkurinn
1,14,14,pi_now[4],0.133833,Miðflokkurinn
1,14,14,pi_now[5],0.0539609,Píratar
1,14,14,pi_now[6],0.269275,Samfylkingin
1,14,14,pi_now[7],0.148636,Sjálfstæðisflokkurinn
1,14,14,pi_now[8],0.0523388,Sósíalistaflokkurinn
1,14,14,pi_now[9],0.0280837,Vinstri Græn
1,14,14,pi_now[10],0.162174,Viðreisn
1,15,15,pi_now[1],6.00399e-4,Annað
1,15,15,pi_now[2],0.0887511,Flokkur Fólksins
1,15,15,pi_now[3],0.0679987,Framsóknarflokkurinn
1,15,15,pi_now[4],0.132748,Miðflokkurinn
1,15,15,pi_now[5],0.0661127,Píratar
1,15,15,pi_now[6],0.262641,Samfylkingin
1,15,15,pi_now[7],0.1805,Sjálfstæðisflokkurinn
1,15,15,pi_now[8],0.0469631,Sósíalistaflokkurinn
1,15,15,pi_now[9],0.0214702,Vinstri Græn
1,15,15,pi_now[10],0.132214,Viðreisn
1,16,16,pi_now[1],3.76353e-4,Annað
1,16,16,pi_now[2],0.105632,Flokkur Fólksins
1,16,16,pi_now[3],0.0509752,Framsóknarflokkurinn
1,16,16,pi_now[4],0.176529,Miðflokkurinn
1,16,16,pi_now[5],0.0649918,Píratar
1,16,16,pi_now[6],0.239947,Samfylkingin
1,16,16,pi_now[7],0.165647,Sjálfstæðisflokkurinn
1,16,16,pi_now[8],0.0420967,Sósíalistaflokkurinn
1,16,16,pi_now[9],0.0204305,Vinstri Græn
1,16,16,pi_now[10],0.133374,Viðreisn
1,17,17,pi_now[1],0.00184192,Annað
1,17,17,pi_now[2],0.123097,Flokkur Fólksins
1,17,17,pi_now[3],0.0823296,Framsóknarflokkurinn
1,17,17,pi_now[4],0.137131,Miðflokkurinn
1,17,17,pi_now[5],0.0741133,Píratar
1,17,17,pi_now[6],0.237163,Samfylkingin
1,17,17,pi_now[7],0.134033,Sjálfstæðisflokkurinn
1,17,17,pi_now[8],0.0447064,Sósíalistaflokkurinn
1,17,17,pi_now[9],0.0292714,Vinstri Græn
1,17,17,pi_now[10],0.136313,Viðreisn
1,18,18,pi_now[1],7.54187e-4,Annað
1,18,18,pi_now[2],0.124288,Flokkur Fólksins
1,18,18,pi_now[3],0.0699055,Framsóknarflokkurinn
1,18,18,pi_now[4],0.144259,Miðflokkurinn
1,18,18,pi_now[5],0.069825,Píratar
1,18,18,pi_now[6],0.239378,Samfylkingin
1,18,18,pi_now[7],0.155882,Sjálfstæðisflokkurinn
1,18,18,pi_now[8],0.0453706,Sósíalistaflokkurinn
1,18,18,pi_now[9],0.0255217,Vinstri Græn
1,18,18,pi_now[10],0.124816,Viðreisn
1,19,19,pi_now[1],9.32128e-4,Annað
1,19,19,pi_now[2],0.0948524,Flokkur Fólksins
1,19,19,pi_now[3],0.0626309,Framsóknarflokkurinn
1,19,19,pi_now[4],0.170605,Miðflokkurinn
1,19,19,pi_now[5],0.0674306,Píratar
1,19,19,pi_now[6],0.234442,Samfylkingin
1,19,19,pi_now[7],0.152303,Sjálfstæðisflokkurinn
1,19,19,pi_now[8],0.0533171,Sósíalistaflokkurinn
1,19,19,pi_now[9],0.0257155,Vinstri Græn
1,19,19,pi_now[10],0.13777,Viðreisn
1,20,20,pi_now[1],0.00203397,Annað
1,20,20,pi_now[2],0.119288,Flokkur Fólksins
1,20,20,pi_now[3],0.0616745,Framsóknarflokkurinn
1,20,20,pi_now[4],0.164191,Miðflokkurinn
1,20,20,pi_now[5],0.0641548,Píratar
1,20,20,pi_now[6],0.240189,Samfylkingin
1,20,20,pi_now[7],0.137431,Sjálfstæðisflokkurinn
1,20,20,pi_now[8],0.0363409,Sósíalistaflokkurinn
1,20,20,pi_now[9],0.0230584,Vinstri Græn
1,20,20,pi_now[10],0.151639,Viðreisn
1,21,21,pi_now[1],0.00156069,Annað
1,21,21,pi_now[2],0.0950835,Flokkur Fólksins
1,21,21,pi_now[3],0.0666933,Framsóknarflokkurinn
1,21,21,pi_now[4],0.155479,Miðflokkurinn
1,21,21,pi_now[5],0.0566664,Píratar
1,21,21,pi_now[6],0.2438,Samfylkingin
1,21,21,pi_now[7],0.175171,Sjálfstæðisflokkurinn
1,21,21,pi_now[8],0.0371513,Sósíalistaflokkurinn
1,21,21,pi_now[9],0.0270425,Vinstri Græn
1,21,21,pi_now[10],0.141352,Viðreisn
1,22,22,pi_now[1],0.00341372,Annað
1,22,22,pi_now[2],0.117891,Flokkur Fólksins
1,22,22,pi_now[3],0.059362,Framsóknarflokkurinn
1,22,22,pi_now[4],0.154558,Miðflokkurinn
1,22,22,pi_now[5],0.0639305,Píratar
1,22,22,pi_now[6],0.248218,Samfylkingin
1,22,22,pi_now[7],0.141713,Sjálfstæðisflokkurinn
1,22,22,pi_now[8],0.0380855,Sósíalistaflokkurinn
1,22,22,pi_now[9],0.0200142,Vinstri Græn
1,22,22,pi_now[10],0.152815,Viðreisn
1,23,23,pi_now[1],1.39643e-4,Annað
1,23,23,pi_now[2],0.109147,Flokkur Fólksins
1,23,23,pi_now[3],0.0576167,Framsóknarflokkurinn
1,23,23,pi_now[4],0.170487,Miðflokkurinn
1,23,23,pi_now[5],0.0661849,Píratar
1,23,23,pi_now[6],0.219502,Samfylkingin
1,23,23,pi_now[7],0.160086,Sjálfstæðisflokkurinn
1,23,23,pi_now[8],0.0506756,Sósíalistaflokkurinn
1,23,23,pi_now[9],0.0173568,Vinstri Græn
1,23,23,pi_now[10],0.148804,Viðreisn
1,24,24,pi_now[1],0.00123483,Annað
1,24,24,pi_now[2],0.116624,Flokkur Fólksins
1,24,24,pi_now[3],0.0666487,Framsóknarflokkurinn
1,24,24,pi_now[4],0.178653,Miðflokkurinn
1,24,24,pi_now[5],0.0696137,Píratar
1,24,24,pi_now[6],0.222164,Samfylkingin
1,24,24,pi_now[7],0.148023,Sjálfstæðisflokkurinn
1,24,24,pi_now[8],0.0454006,Sósíalistaflokkurinn
1,24,24,pi_now[9],0.0181848,Vinstri Græn
1,24,24,pi_now[10],0.133453,Viðreisn
1,25,25,pi_now[1],8.69755e-4,Annað
1,25,25,pi_now[2],0.0929923,Flokkur Fólksins
1,25,25,pi_now[3],0.0795675,Framsóknarflokkurinn
1,25,25,pi_now[4],0.14195,Miðflokkurinn
1,25,25,pi_now[5],0.0540197,Píratar
1,25,25,pi_now[6],0.248118,Samfylkingin
1,25,25,pi_now[7],0.153031,Sjálfstæðisflokkurinn
1,25,25,pi_now[8],0.0522455,Sósíalistaflokkurinn
1,25,25,pi_now[9],0.0310713,Vinstri Græn
1,25,25,pi_now[10],0.146135,Viðreisn
1,26,26,pi_now[1],0.00238647,Annað
1,26,26,pi_now[2],0.108648,Flokkur Fólksins
1,26,26,pi_now[3],0.0549562,Framsóknarflokkurinn
1,26,26,pi_now[4],0.172073,Miðflokkurinn
1,26,26,pi_now[5],0.0719621,Píratar
1,26,26,pi_now[6],0.239513,Samfylkingin
1,26,26,pi_now[7],0.147975,Sjálfstæðisflokkurinn
1,26,26,pi_now[8],0.0355514,Sósíalistaflokkurinn
1,26,26,pi_now[9],0.0223332,Vinstri Græn
1,26,26,pi_now[10],0.144602,Viðreisn
1,27,27,pi_now[1],0.0012698,Annað
1,27,27,pi_now[2],0.106961,Flokkur Fólksins
1,27,27,pi_now[3],0.0656918,Framsóknarflokkurinn
1,27,27,pi_now[4],0.141919,Miðflokkurinn
1,27,27,pi_now[5],0.065783,Píratar
1,27,27,pi_now[6],0.269207,Samfylkingin
1,27,27,pi_now[7],0.148691,Sjálfstæðisflokkurinn
1,27,27,pi_now[8],0.0455696,Sósíalistaflokkurinn
1,27,27,pi_now[9],0.0215265,Vinstri Græn
1,27,27,pi_now[10],0.133382,Viðreisn
1,28,28,pi_now[1],8.8163e-4,Annað
1,28,28,pi_now[2],0.117274,Flokkur Fólksins
1,28,28,pi_now[3],0.0568295,Framsóknarflokkurinn
1,28,28,pi_now[4],0.13758600000000001,Miðflokkurinn
1,28,28,pi_now[5],0.0531,Píratar
1,28,28,pi_now[6],0.280064,Samfylkingin
1,28,28,pi_now[7],0.141396,Sjálfstæðisflokkurinn
1,28,28,pi_now[8],0.0440262,Sósíalistaflokkurinn
1,28,28,pi_now[9],0.0215276,Vinstri Græn
1,28,28,pi_now[10],0.147315,Viðreisn
1,29,29,pi_now[1],0.00157036,Annað
1,29,29,pi_now[2],0.113466,Flokkur Fólksins
1,29,29,pi_now[3],0.0658858,Framsóknarflokkurinn
1,29,29,pi_now[4],0.138259,Miðflokkurinn
1,29,29,pi_now[5],0.0556034,Píratar
1,29,29,pi_now[6],0.249645,Samfylkingin
1,29,29,pi_now[7],0.156013,Sjálfstæðisflokkurinn
1,29,29,pi_now[8],0.0351696,Sósíalistaflokkurinn
1,29,29,pi_now[9],0.0200743,Vinstri Græn
1,29,29,pi_now[10],0.164313,Viðreisn
1,30,30,pi_now[1],6.30553e-4,Annað
1,30,30,pi_now[2],0.120665,Flokkur Fólksins
1,30,30,pi_now[3],0.0547643,Framsóknarflokkurinn
1,30,30,pi_now[4],0.139955,Miðflokkurinn
1,30,30,pi_now[5],0.0571077,Píratar
1,30,30,pi_now[6],0.282451,Samfylkingin
1,30,30,pi_now[7],0.158581,Sjálfstæðisflokkurinn
1,30,30,pi_now[8],0.0409408,Sósíalistaflokkurinn
1,30,30,pi_now[9],0.0195035,Vinstri Græn
1,30,30,pi_now[10],0.1254,Viðreisn
1,31,31,pi_now[1],0.00257383,Annað
1,31,31,pi_now[2],0.136997,Flokkur Fólksins
1,31,31,pi_now[3],0.0704968,Framsóknarflokkurinn
1,31,31,pi_now[4],0.140042,Miðflokkurinn
1,31,31,pi_now[5],0.0638611,Píratar
1,31,31,pi_now[6],0.223012,Samfylkingin
1,31,31,pi_now[7],0.13926,Sjálfstæðisflokkurinn
1,31,31,pi_now[8],0.0523044,Sósíalistaflokkurinn
1,31,31,pi_now[9],0.0169119,Vinstri Græn
1,31,31,pi_now[10],0.154541,Viðreisn
1,32,32,pi_now[1],0.00130924,Annað
1,32,32,pi_now[2],0.122024,Flokkur Fólksins
1,32,32,pi_now[3],0.0553565,Framsóknarflokkurinn
1,32,32,pi_now[4],0.15818,Miðflokkurinn
1,32,32,pi_now[5],0.0751434,Píratar
1,32,32,pi_now[6],0.243985,Samfylkingin
1,32,32,pi_now[7],0.1469,Sjálfstæðisflokkurinn
1,32,32,pi_now[8],0.0430702,Sósíalistaflokkurinn
1,32,32,pi_now[9],0.0181627,Vinstri Græn
1,32,32,pi_now[10],0.135869,Viðreisn
1,33,33,pi_now[1],0.00128504,Annað
1,33,33,pi_now[2],0.114941,Flokkur Fólksins
1,33,33,pi_now[3],0.0646167,Framsóknarflokkurinn
1,33,33,pi_now[4],0.142844,Miðflokkurinn
1,33,33,pi_now[5],0.055991,Píratar
1,33,33,pi_now[6],0.255112,Samfylkingin
1,33,33,pi_now[7],0.142958,Sjálfstæðisflokkurinn
1,33,33,pi_now[8],0.0393067,Sósíalistaflokkurinn
1,33,33,pi_now[9],0.0328154,Vinstri Græn
1,33,33,pi_now[10],0.15013,Viðreisn
1,34,34,pi_now[1],0.00188348,Annað
1,34,34,pi_now[2],0.109833,Flokkur Fólksins
1,34,34,pi_now[3],0.0634253,Framsóknarflokkurinn
1,34,34,pi_now[4],0.150634,Miðflokkurinn
1,34,34,pi_now[5],0.0599112,Píratar
1,34,34,pi_now[6],0.263606,Samfylkingin
1,34,34,pi_now[7],0.143932,Sjálfstæðisflokkurinn
1,34,34,pi_now[8],0.0400341,Sósíalistaflokkurinn
1,34,34,pi_now[9],0.0245071,Vinstri Græn
1,34,34,pi_now[10],0.142233,Viðreisn
1,35,35,pi_now[1],0.00109591,Annað
1,35,35,pi_now[2],0.114656,Flokkur Fólksins
1,35,35,pi_now[3],0.0680477,Framsóknarflokkurinn
1,35,35,pi_now[4],0.146575,Miðflokkurinn
1,35,35,pi_now[5],0.0632387,Píratar
1,35,35,pi_now[6],0.238324,Samfylkingin
1,35,35,pi_now[7],0.171227,Sjálfstæðisflokkurinn
1,35,35,pi_now[8],0.0443918,Sósíalistaflokkurinn
1,35,35,pi_now[9],0.0285731,Vinstri Græn
1,35,35,pi_now[10],0.123871,Viðreisn
1,36,36,pi_now[1],0.00107544,Annað
1,36,36,pi_now[2],0.106452,Flokkur Fólksins
1,36,36,pi_now[3],0.0551013,Framsóknarflokkurinn
1,36,36,pi_now[4],0.152303,Miðflokkurinn
1,36,36,pi_now[5],0.070191,Píratar
1,36,36,pi_now[6],0.25679,Samfylkingin
1,36,36,pi_now[7],0.169618,Sjálfstæðisflokkurinn
1,36,36,pi_now[8],0.0384538,Sósíalistaflokkurinn
1,36,36,pi_now[9],0.01498,Vinstri Græn
1,36,36,pi_now[10],0.135036,Viðreisn
1,37,37,pi_now[1],0.00358457,Annað
1,37,37,pi_now[2],0.109369,Flokkur Fólksins
1,37,37,pi_now[3],0.0540924,Framsóknarflokkurinn
1,37,37,pi_now[4],0.148242,Miðflokkurinn
1,37,37,pi_now[5],0.058639,Píratar
1,37,37,pi_now[6],0.251551,Samfylkingin
1,37,37,pi_now[7],0.142591,Sjálfstæðisflokkurinn
1,37,37,pi_now[8],0.0427943,Sósíalistaflokkurinn
1,37,37,pi_now[9],0.032699,Vinstri Græn
1,37,37,pi_now[10],0.156438,Viðreisn
1,38,38,pi_now[1],0.0014359,Annað
1,38,38,pi_now[2],0.118329,Flokkur Fólksins
1,38,38,pi_now[3],0.0567035,Framsóknarflokkurinn
1,38,38,pi_now[4],0.15888,Miðflokkurinn
1,38,38,pi_now[5],0.0515482,Píratar
1,38,38,pi_now[6],0.236399,Samfylkingin
1,38,38,pi_now[7],0.16916,Sjálfstæðisflokkurinn
1,38,38,pi_now[8],0.0443054,Sósíalistaflokkurinn
1,38,38,pi_now[9],0.0179258,Vinstri Græn
1,38,38,pi_now[10],0.145313,Viðreisn
1,39,39,pi_now[1],0.00159841,Annað
1,39,39,pi_now[2],0.108025,Flokkur Fólksins
1,39,39,pi_now[3],0.058727,Framsóknarflokkurinn
1,39,39,pi_now[4],0.165919,Miðflokkurinn
1,39,39,pi_now[5],0.0553028,Píratar
1,39,39,pi_now[6],0.249172,Samfylkingin
1,39,39,pi_now[7],0.143024,Sjálfstæðisflokkurinn
1,39,39,pi_now[8],0.0490145,Sósíalistaflokkurinn
1,39,39,pi_now[9],0.0247155,Vinstri Græn
1,39,39,pi_now[10],0.144503,Viðreisn
1,40,40,pi_now[1],0.00234677,Annað
1,40,40,pi_now[2],0.110874,Flokkur Fólksins
1,40,40,pi_now[3],0.0525472,Framsóknarflokkurinn
1,40,40,pi_now[4],0.168468,Miðflokkurinn
1,40,40,pi_now[5],0.0664648,Píratar
1,40,40,pi_now[6],0.250299,Samfylkingin
1,40,40,pi_now[7],0.138326,Sjálfstæðisflokkurinn
1,40,40,pi_now[8],0.0464389,Sósíalistaflokkurinn
1,40,40,pi_now[9],0.0180999,Vinstri Græn
1,40,40,pi_now[10],0.146136,Viðreisn
1,41,41,pi_now[1],7.70143e-4,Annað
1,41,41,pi_now[2],0.114375,Flokkur Fólksins
1,41,41,pi_now[3],0.0591203,Framsóknarflokkurinn
1,41,41,pi_now[4],0.145397,Miðflokkurinn
1,41,41,pi_now[5],0.060853,Píratar
1,41,41,pi_now[6],0.271181,Samfylkingin
1,41,41,pi_now[7],0.141334,Sjálfstæðisflokkurinn
1,41,41,pi_now[8],0.0448264,Sósíalistaflokkurinn
1,41,41,pi_now[9],0.0173131,Vinstri Græn
1,41,41,pi_now[10],0.144831,Viðreisn
1,42,42,pi_now[1],8.34674e-4,Annað
1,42,42,pi_now[2],0.119576,Flokkur Fólksins
1,42,42,pi_now[3],0.0661141,Framsóknarflokkurinn
1,42,42,pi_now[4],0.131512,Miðflokkurinn
1,42,42,pi_now[5],0.0677602,Píratar
1,42,42,pi_now[6],0.257275,Samfylkingin
1,42,42,pi_now[7],0.16159,Sjálfstæðisflokkurinn
1,42,42,pi_now[8],0.0337002,Sósíalistaflokkurinn
1,42,42,pi_now[9],0.0237496,Vinstri Græn
1,42,42,pi_now[10],0.137888,Viðreisn
1,43,43,pi_now[1],0.00125883,Annað
1,43,43,pi_now[2],0.112605,Flokkur Fólksins
1,43,43,pi_now[3],0.0637957,Framsóknarflokkurinn
1,43,43,pi_now[4],0.141769,Miðflokkurinn
1,43,43,pi_now[5],0.0550854,Píratar
1,43,43,pi_now[6],0.251402,Samfylkingin
1,43,43,pi_now[7],0.136392,Sjálfstæðisflokkurinn
1,43,43,pi_now[8],0.0495358,Sósíalistaflokkurinn
1,43,43,pi_now[9],0.0215768,Vinstri Græn
1,43,43,pi_now[10],0.166581,Viðreisn
1,44,44,pi_now[1],0.00315932,Annað
1,44,44,pi_now[2],0.11529,Flokkur Fólksins
1,44,44,pi_now[3],0.0664334,Framsóknarflokkurinn
1,44,44,pi_now[4],0.14645,Miðflokkurinn
1,44,44,pi_now[5],0.0573895,Píratar
1,44,44,pi_now[6],0.250541,Samfylkingin
1,44,44,pi_now[7],0.163652,Sjálfstæðisflokkurinn
1,44,44,pi_now[8],0.044863,Sósíalistaflokkurinn
1,44,44,pi_now[9],0.0128443,Vinstri Græn
1,44,44,pi_now[10],0.139378,Viðreisn
1,45,45,pi_now[1],0.00286821,Annað
1,45,45,pi_now[2],0.105473,Flokkur Fólksins
1,45,45,pi_now[3],0.0643144,Framsóknarflokkurinn
1,45,45,pi_now[4],0.170327,Miðflokkurinn
1,45,45,pi_now[5],0.0583096,Píratar
1,45,45,pi_now[6],0.269547,Samfylkingin
1,45,45,pi_now[7],0.134745,Sjálfstæðisflokkurinn
1,45,45,pi_now[8],0.0430536,Sósíalistaflokkurinn
1,45,45,pi_now[9],0.024199,Vinstri Græn
1,45,45,pi_now[10],0.127162,Viðreisn
1,46,46,pi_now[1],0.0022526,Annað
1,46,46,pi_now[2],0.105921,Flokkur Fólksins
1,46,46,pi_now[3],0.0632458,Framsóknarflokkurinn
1,46,46,pi_now[4],0.169737,Miðflokkurinn
1,46,46,pi_now[5],0.0645689,Píratar
1,46,46,pi_now[6],0.253833,Samfylkingin
1,46,46,pi_now[7],0.1477,Sjálfstæðisflokkurinn
1,46,46,pi_now[8],0.0332684,Sósíalistaflokkurinn
1,46,46,pi_now[9],0.0240365,Vinstri Græn
1,46,46,pi_now[10],0.135437,Viðreisn
1,47,47,pi_now[1],0.00213362,Annað
1,47,47,pi_now[2],0.101011,Flokkur Fólksins
1,47,47,pi_now[3],0.0553042,Framsóknarflokkurinn
1,47,47,pi_now[4],0.171629,Miðflokkurinn
1,47,47,pi_now[5],0.0489152,Píratar
1,47,47,pi_now[6],0.230372,Samfylkingin
1,47,47,pi_now[7],0.160973,Sjálfstæðisflokkurinn
1,47,47,pi_now[8],0.0402235,Sósíalistaflokkurinn
1,47,47,pi_now[9],0.0273497,Vinstri Græn
1,47,47,pi_now[10],0.162089,Viðreisn
1,48,48,pi_now[1],9.92278e-4,Annað
1,48,48,pi_now[2],0.127107,Flokkur Fólksins
1,48,48,pi_now[3],0.0566217,Framsóknarflokkurinn
1,48,48,pi_now[4],0.144913,Miðflokkurinn
1,48,48,pi_now[5],0.0528128,Píratar
1,48,48,pi_now[6],0.254214,Samfylkingin
1,48,48,pi_now[7],0.14297,Sjálfstæðisflokkurinn
1,48,48,pi_now[8],0.0477494,Sósíalistaflokkurinn
1,48,48,pi_now[9],0.0207613,Vinstri Græn
1,48,48,pi_now[10],0.151858,Viðreisn
1,49,49,pi_now[1],0.00200489,Annað
1,49,49,pi_now[2],0.129536,Flokkur Fólksins
1,49,49,pi_now[3],0.0664693,Framsóknarflokkurinn
1,49,49,pi_now[4],0.165837,Miðflokkurinn
1,49,49,pi_now[5],0.051628,Píratar
1,49,49,pi_now[6],0.238058,Samfylkingin
1,49,49,pi_now[7],0.132288,Sjálfstæðisflokkurinn
1,49,49,pi_now[8],0.0444286,Sósíalistaflokkurinn
1,49,49,pi_now[9],0.016904,Vinstri Græn
1,49,49,pi_now[10],0.152847,Viðreisn
1,50,50,pi_now[1],0.00139993,Annað
1,50,50,pi_now[2],0.108759,Flokkur Fólksins
1,50,50,pi_now[3],0.0603675,Framsóknarflokkurinn
1,50,50,pi_now[4],0.149266,Miðflokkurinn
